医疗机构名称,本地机构编码,医保区划,机构类别,医院等级,联系地址
北京市通州区张家湾镇南火垡村卫生室,12106932,通州区,村卫生室,无等级,北京市通州区张家湾镇南火垡村100号
北京市通州区张家湾镇前街村卫生室,12106933,通州区,村卫生室,无等级,北京市通州区张家湾镇前街村439号
北京市通州区张家湾镇后南关村卫生室,12106934,通州区,村卫生室,无等级,北京市通州区张家湾镇后南关村130号
北京市通州区台湖镇丁庄村卫生室,12106904,通州区,村卫生室,无等级,北京市通州区台湖镇丁庄村35号
北京市通州区张家湾镇柳营村卫生室,12106935,通州区,村卫生室,无等级,北京市通州区张家湾镇柳营村60号
北京市通州区张家湾镇中街村卫生室,12106936,通州区,村卫生室,无等级,北京市通州区张家湾镇中街村215号
北京市通州区张家湾镇高营村卫生室,12106937,通州区,村卫生室,无等级,北京市通州区张家湾镇高营村453号
北京市通州区漷县镇黄厂铺村卫生室,12106877,通州区,村卫生室,无等级,北京市通州区漷县镇黄厂铺村215号
北京市通州区张家湾镇大辛庄村卫生室,12106926,通州区,村卫生室,无等级,北京市通州区张家湾镇大辛庄村129号
北京市通州区永顺镇西马庄村卫生室,12106912,通州区,村卫生室,无等级,北京市通州区永顺镇西马庄村南商业楼4号
北京市通州区漷县镇马堤村卫生室,12106871,通州区,村卫生室,无等级,北京市通州区漷县镇马堤村一区109号
北京市通州区漷县镇草厂村卫生室,12106870,通州区,村卫生室,无等级,北京市通州区漷县镇草厂村委会东20米老年驿站院内
北京市通州区漷县镇后地村卫生室,12106875,通州区,村卫生室,无等级,北京市通州区漷县镇后地村南区16号
北京市通州区漷县镇毛庄村卫生室,12106873,通州区,村卫生室,无等级,北京市通州区漷县镇毛庄村103号
北京市通州区漷县镇长凌营村卫生室,12106872,通州区,村卫生室,无等级,北京市通州区漷县镇长凌营三区1号楼2单元一层、二层
北京市通州区马驹桥镇西田阳村卫生室,12106853,通州区,村卫生室,无等级,北京市通州区马驹桥镇西田阳村188号
北京市通州区漷县镇东鲁村卫生室,12106876,通州区,村卫生室,无等级,北京市通州区漷县镇东鲁村143号
北京市通州区马驹桥镇西马各庄村卫生室,12106856,通州区,村卫生室,无等级,北京市通州区马驹桥镇西马各庄村194号
北京市通州区漷县镇许各庄村卫生室,12106874,通州区,村卫生室,无等级,北京市通州区漷县镇许各庄村27号
北京市通州区西集镇侯东仪村卫生室,12106839,通州区,村卫生室,无等级,北京市通州区西集镇侯东仪村283号
北京市通州区潞城镇侉店村卫生室,12106887,通州区,村卫生室,无等级,北京市通州区潞城镇侉店村村委会东南500米
北京市通州区永顺镇永顺村卫生室,12106911,通州区,村卫生室,无等级,北京市通州区永顺镇永顺西街北卢庄159号
北京市通州区漷县镇南丁庄村卫生室,12106878,通州区,村卫生室,无等级,北京市通州区漷县镇南丁庄村223号
北京市通州区马驹桥镇神驹村卫生室,12106858,通州区,村卫生室,无等级,北京市通州区马驹桥镇神驹村82号
北京市通州区马驹桥镇团瓢庄村卫生室,12106855,通州区,村卫生室,无等级,北京市通州区马驹桥镇团瓢庄村165号
北京市通州区马驹桥镇六郎庄村卫生室,12106859,通州区,村卫生室,无等级,北京市通州区马驹桥镇六郎庄村58号
北京市通州区马驹桥镇姚辛庄村卫生室,12106857,通州区,村卫生室,无等级,北京市通州区马驹桥镇姚辛庄村279号
北京市通州区马驹桥镇小杜社村卫生室,12106854,通州区,村卫生室,无等级,北京市通州区马驹桥镇小杜社村162号
北京市通州区潞城镇魏庄村卫生室,12106888,通州区,村卫生室,无等级,北京市通州区潞城镇魏庄村紫运园66号
北京市通州区宋庄镇北窑上村卫生室,12106196,通州区,村卫生室,无等级,北京市通州区宋庄镇北窑上村70号
北京市通州区宋庄镇沟渠庄村卫生室,12106197,通州区,村卫生室,无等级,北京市通州区宋庄镇沟渠庄村187号
北京市通州区宋庄镇富豪村卫生室,12106198,通州区,村卫生室,无等级,北京市通州区宋庄镇富豪村1095号
北京市通州区宋庄镇草寺村卫生室,12106199,通州区,村卫生室,无等级,北京市通州区宋庄镇草寺村149号
北京市通州区宋庄镇双埠头村卫生室,12106208,通州区,村卫生室,无等级,北京市通州区宋庄镇双埠头村850号
北京市通州区宋庄镇吴各庄村卫生室,12106200,通州区,村卫生室,无等级,北京市通州区宋庄镇吴各庄村甲30号
北京市通州区宋庄镇寨辛庄村卫生室,12106206,通州区,村卫生室,无等级,北京市通州区宋庄镇寨辛庄村355号
北京市通州区宋庄镇王辛庄村卫生室,12106207,通州区,村卫生室,无等级,北京市通州区宋庄镇王辛庄村23号
北京市通州区宋庄镇徐辛庄村卫生室,12106203,通州区,村卫生室,无等级,北京市通州区宋庄镇徐辛庄村196号
北京市通州区宋庄镇葛渠村卫生室,12106204,通州区,村卫生室,无等级,北京市通州区宋庄镇葛渠村182号
北京市通州区宋庄镇管头村卫生室,12106205,通州区,村卫生室,无等级,北京市通州区宋庄镇管头村63号
北京市通州区宋庄镇寨里村卫生室,12106201,通州区,村卫生室,无等级,北京市通州区宋庄镇寨里村41号
北京市通州区宋庄镇平家疃村卫生室,12106202,通州区,村卫生室,无等级,北京市通州区宋庄镇平家疃村4区3号
北京市通州区张家湾镇东定福庄村卫生室,12106209,通州区,村卫生室,无等级,北京市通州区张家湾镇东定福庄村临66号
北京市通州区潞城镇兴各庄村卫生室,12106193,通州区,村卫生室,无等级,北京市通州区潞城镇兴各庄村137号
北京市通州区潞城镇夏店村卫生室,12106195,通州区,村卫生室,无等级,北京市通州区潞城镇夏店村25号
北京市通州区潞城镇武窑村卫生室,12106192,通州区,村卫生室,无等级,北京市通州区潞城镇武窑村村委会院内
北京市通州区潞城镇前疃村卫生室,12106194,通州区,村卫生室,无等级,北京市通州区潞城镇前疃村委会南院
北京市顺义区赵全营镇板桥卫生院稷山营社区卫生服务站,22162140,顺义区,社区卫生站,无等级,北京市顺义区赵全营镇稷山营村
北京市顺义区北石槽镇卫生院二张营社区卫生服务站,22162088,顺义区,社区卫生站,无等级,北京市顺义区北石槽镇二张营村
北京市顺义区北石槽镇卫生院良善庄社区卫生服务站,22162089,顺义区,社区卫生站,无等级,北京市顺义区北石槽镇良善庄村
北京市顺义区北石槽镇卫生院寺上社区卫生服务站,22162125,顺义区,社区卫生站,无等级,北京市顺义区北石槽镇寺上村
北京市顺义区北石槽镇卫生院下西市社区卫生服务站,22162090,顺义区,社区卫生站,无等级,北京市顺义区北石槽镇下西市村
北京市顺义区北务社区卫生服务中心北务社区卫生服务站,22162124,顺义区,社区卫生站,无等级,北京市顺义区北务镇北务村
北京市顺义区北务镇社区卫生服务中心道口村社区卫生服务站,22162162,顺义区,社区卫生站,无等级,北京市顺义区北务镇道口村
北京市顺义区北务镇社区卫生服务中心郭家务村社区卫生服务站,22162186,顺义区,社区卫生站,无等级,北京市顺义区北务镇郭家务村
北京市顺义区北务镇社区卫生服务中心闫家渠村社区卫生服务站,22162187,顺义区,社区卫生站,无等级,北京市顺义区北务镇闫家渠村
北京市顺义区北小营镇社区卫生服务中心仇家店社区卫生服务站,22162029,顺义区,社区卫生站,无等级,北京市顺义区北小营镇仇家店村
北京市顺义区北小营镇社区卫生服务中心东府社区卫生服务站,22162023,顺义区,社区卫生站,无等级,北京市顺义区北小营镇东府村
北京市顺义区北小营镇社区卫生服务中心前礼务社区卫生服务站,22162123,顺义区,社区卫生站,无等级,北京市顺义区北小营镇前礼务村
北京市顺义区北小营镇社区卫生服务中心上辇社区卫生服务站,22162122,顺义区,社区卫生站,无等级,北京市顺义区北小营镇上辇村
北京市顺义区北小营镇社区卫生服务中心西乌鸡社区卫生服务站,22162091,顺义区,社区卫生站,无等级,北京市顺义区北小营镇西乌鸡村
北京市顺义区北小营镇卫生院北府社区卫生服务站,22162031,顺义区,社区卫生站,无等级,北京市顺义区北小营镇北府村
北京市顺义区北小营镇卫生院大胡营社区卫生服务站,22162053,顺义区,社区卫生站,无等级,北京市顺义区北小营镇大胡营村
北京市顺义区北小营镇卫生院后礼务社区卫生服务站,22162188,顺义区,社区卫生站,无等级,北京市顺义区北小营镇后礼务村
北京市顺义区北小营镇卫生院后鲁社区卫生服务站,22162030,顺义区,社区卫生站,无等级,北京市顺义区北小营镇后鲁村
北京市顺义区北小营镇卫生院马辛庄社区卫生服务站,22162054,顺义区,社区卫生站,无等级,北京市顺义区北小营镇马辛庄村
北京市顺义区北小营镇卫生院前鲁社区卫生服务站,22162121,顺义区,社区卫生站,无等级,北京市顺义区北小营镇前鲁村
北京市顺义区北小营镇卫生院榆林社区卫生服务站,22162052,顺义区,社区卫生站,无等级,北京市顺义区北小营镇榆林村
北京市顺义区城区社区卫生服务中心,13161001,顺义区,对外综合,一级无等,北京市顺义区胜利街道建新南区甲28号楼北侧；北京市顺义区裕龙花园四区17号楼1层17-05室；北京市顺义区石园大街38号区老干部局院内2号楼一层108室；北京市顺义区新顺南大街39号
北京市顺义区光明社区卫生服务中心滨河社区卫生服务站,13162004,顺义区,社区卫生站,无等级,北京市顺义区滨河小区甲21号楼102室
北京市顺义区光明社区卫生服务中心东兴社区卫生服务站,13162010,顺义区,社区卫生站,无等级,北京市顺义区东兴小区28-1-102
北京市顺义区旺泉社区卫生服务中心宏城花园社区卫生服务站,22162047,顺义区,社区卫生站,无等级,北京市顺义区宏城花园7号-2单元-102
北京市顺义区城区社区卫生服务中心建新北区社区卫生服务站,13162008,顺义区,社区卫生站,无等级,北京市顺义区建新北区丙32号
北京市顺义区城区社区卫生服务中心龙府社区卫生服务站,22162046,顺义区,社区卫生站,无等级,北京市顺义区龙府11号楼101,102
北京市顺义区光明社区卫生服务中心绿港家园社区卫生服务站,13162002,顺义区,社区卫生站,无等级,北京市顺义区绿港家园一区9号楼一层116室
北京市顺义区城区社区卫生服务中心石园社区卫生服务站,13162003,顺义区,社区卫生站,无等级,北京市顺义区石园北区甲7号楼4门101
北京市顺义区城区社区卫生服务中心双兴南区社区卫生服务站,13162001,顺义区,社区卫生站,无等级,北京市顺义区双兴南区32号楼内侧平房
