医疗机构名称,本地机构编码,医保区划,机构类别,医院等级,联系地址
北京市房山区长阳镇恭和社区卫生服务中心（北京市房山区长阳镇恭和社区医院）,11110453,房山区,对外综合,一级无等,北京市房山区长阳镇悦都新苑四区三号楼
北京市房山区周口店镇新街社区卫生服务站,11162437,房山区,社区卫生站,无等级,北京市房山区周口店镇新街村
北京市房山区随园养老中心医务室,11100456,房山区,对内,无等级,北京市房山区长阳镇阜盛东街48号院
北京华亚医院,11110469,房山区,对外综合,一级无等,北京市房山区良乡月华小区
北京市房山区良乡地区辛瓜地社区卫生服务站,11162459,房山区,社区卫生站,无等级,北京市房山区拱辰街道北部回迁区(辛瓜地）一号楼商业1-10
北京市房山区良乡地区安盛家园社区卫生服务站,11162458,房山区,社区卫生站,无等级,北京市房山区拱辰街道社区竹园街2号15-7
北京市房山区良乡地区智汇雅苑社区卫生服务站,11162460,房山区,社区卫生站,无等级,北京市房山区拱辰街道卓秀北街6号院1号楼底商105
北京瑞慈口腔医院,11155454,房山区,对外专科,一级无等,北京市房山区瑞雪春堂二里5号
北京市房山区长阳镇畅和园社区卫生服务站,11162463,房山区,社区卫生站,无等级,北京市房山区长阳镇畅和园小区底商
北京市房山区长阳镇天瑞家园社区卫生服务站,11162466,房山区,社区卫生站,无等级,北京市房山区长阳镇天瑞家园底商
北京市房山区长阳镇高佃社区卫生服务站,11162464,房山区,社区卫生站,无等级,北京市房山区长阳镇高佃回迁房底商
北京市房山区长阳镇金域公园社区卫生服务站,11162465,房山区,社区卫生站,无等级,北京市房山区长阳镇金域公园北路7号院
北京市房山区长阳镇燕保阜盛社区卫生服务站,11162467,房山区,社区卫生站,无等级,北京市房山区长阳镇燕保阜盛家园6号楼1层
北京市房山区长阳镇张家场社区卫生服务站,11162468,房山区,社区卫生站,无等级,北京市房山区长阳镇张家场小区底商
北京市房山区长阳镇加州水郡社区卫生服务站,11162461,房山区,社区卫生站,无等级,北京市房山区长阳镇昊天北大街48号加州水郡东区商业中心
北京市房山区长阳镇小康之家养老照料中心医务室,11100455,房山区,对内,无等级,北京市房山区公园北路9号院1号楼一层东侧
北京市房山区韩村河镇圣水峪村卫生室,11170457,房山区,村卫生室,无等级,北京市房山区韩村河镇圣水峪村委会
北京市房山区燕山富燕新村社区卫生服务站,11162469,房山区,社区卫生站,无等级,北京市房山区燕山富燕新村一区
北京市房山区华禹护理院,11159470,房山区,对外专科,一级无等,北京市房山区韩村河镇尤家坟村村西房易路西150米
首都医科大学附属北京潞河医院,12110001,通州区,对外综合,三级无等,北京市通州区新华南路82号/北京市通州区翠屏西路43号-45号/玉带河西街14号楼/北京市通州区张家湾镇后坨村186号
首都医科大学附属北京胸科医院  首都医科大学附属北京胸科医院互联网医院,05154001,通州区,对外专科,三级甲等,北京市通州区北关大街9号院
北京安琪妇产医院,23152069,通州区,对外专科,二级无等,北京市通州区云景南大街104号
北京市通州区精神病医院,12153001,通州区,对外专科,二级无等,北京市通州区宋庄镇北侧
北京市通州区新华医院,12110004,通州区,对外综合,二级无等,北京市通州区九棵树东路386号，北京市通州区玉桥北里甲21号，北京市通州区梨花园北街18号小区。
北京北方红旗机电有限公司医院,12110007,通州区,对外综合,一级无等,北京市通州区佟麟阁街9号
北京京通医院,12110009,通州区,对外综合,一级无等,北京市通州区玉带河大街4号
北京马驹桥中医医院,23151081,通州区,对外中医,一级无等,北京市通州区马驹桥镇新海东路11号楼102、13号楼102
北京颐年护老院医务室,23100075,通州区,对内,无等级,北京市通州区永顺镇乔庄东区1号院
北京市通州区北苑街道北苑社区卫生服务站,12162004,通州区,社区卫生站,无等级,北京市通州区后南仓小区25号楼北侧平房
北京市通州区北苑街道怡佳家园社区卫生服务站,12141005,通州区,社区卫生站,无等级,北京市通州区滨惠南二街100号、102号、104号
北京市通州区漷县镇高庄社区卫生服务站,23162070,通州区,社区卫生站,无等级,北京市通州区漷县镇高庄村
北京市通州区漷县镇黄厂铺村社区卫生服务站,23162082,通州区,社区卫生站,无等级,北京市通州区漷县镇黄厂铺村371甲号
北京市通州区漷县镇漷县社区卫生服务中心（北京市通州区漷县卫生院）,12120008,通州区,对外综合,一级甲等,北京市通州区漷县镇
北京市通州区漷县镇觅子店社区卫生服务中心(北京市通州区觅子店卫生院),12120010,通州区,对外综合,一级甲等,北京市通州区漷县镇觅子店村村北/北京市通州区漷县镇社会福利中心院内
北京市通州区梨园地区高楼金村社区卫生服务站,23162050,通州区,社区卫生站,无等级,北京市通州区梨园地区高楼金第小区建工1号
北京市通州区梨园地区群芳园社区卫生服务站,12162010,通州区,社区卫生站,无等级,北京市通州区梨园西里33号楼1层10
北京市通州区梨园地区刘老公庄社区卫生服务站,23162051,通州区,社区卫生站,无等级,北京市通州区梨园镇刘老公庄村
北京市通州区梨园地区小稿村社区卫生服务站,23162052,通州区,社区卫生站,无等级,北京市通州区梨园镇小稿村
北京市通州区梨园地区小街村社区卫生服务站,23162053,通州区,社区卫生站,无等级,北京市通州区梨园地区东方华业玫瑰A17#
北京市通州区梨园地区砖厂小区社区卫生服务站,12162011,通州区,社区卫生站,无等级,北京市通州区砖厂南里23号楼105房间
北京市通州区梨园镇梨园社区卫生服务中心（北京市通州区梨园卫生院）,12120003,通州区,对外综合,一级甲等,北京市通州区葛布店南里10、11号楼；通州区群芳园路口往东200米（梨园敬老院底商）；颐瑞西里3号楼群芳园中二街132#、134#、136#、138#、140#；通州区半壁店大街25号京洲园320号楼2层11号
北京市通州区梨园镇大稿村社区卫生服务站,12162022,通州区,社区卫生站,无等级,北京市通州区梨园镇中泽雅园7号楼8号10号底商
北京市通州区梨园镇三间房社区卫生服务站,23162032,通州区,社区卫生站,无等级,北京市通州区梨园镇梨园东里北区3号楼北侧平房
北京市通州区梨园镇通大家园社区卫生服务站,23162071,通州区,社区卫生站,无等级,北京市通州区梨园镇九棵树西路188号20号公建
北京市通州区梨园镇翠屏北里社区卫生服务站,12162018,通州区,社区卫生站,无等级,北京市通州区怡乐北街10号楼112室
北京市通州区梨园镇云景里社区卫生服务站,12162027,通州区,社区卫生站,无等级,北京市通州区梨园镇云景里小区20楼底商23号24号25号
北京市通州区梨园镇半壁店社区卫生服务站,12162026,通州区,社区卫生站,无等级,北京市通州区梨园镇半壁店靓景明居3号楼338、340号
北京市通州区梨园镇龙鼎园社区卫生服务站,12162029,通州区,社区卫生站,无等级,北京市通州区梨园镇云景南大街103-107号
北京市通州区潞城镇紫荆园社区卫生服务站,12162028,通州区,社区卫生站,无等级,北京市通州区潞城镇紫运园小区
北京市通州区潞城镇三元小区社区卫生服务站,12162007,通州区,社区卫生站,无等级,北京市通州区潞城镇三元村9号楼712室
北京市通州区潞城镇运河广场社区卫生服务站,23162054,通州区,社区卫生站,无等级,北京市通州区通胡大街68号2号楼2-04-1B
北京市通州区潞城镇甘棠社区卫生服务中心（北京市通州区甘棠卫生院）,12120006,通州区,对外综合,一级甲等,北京市通州区潞城镇侉店村
北京市通州区潞城镇潞城社区卫生服务中心(北京市通州区潞城卫生院),12120001,通州区,对外综合,一级甲等,北京市通州区潞城镇水仙东路；北京市通州区胡各庄大街9号院14号楼一层房屋108、110、113、115；北京市通州区含英园一区9号楼三层、四层
北京市通州区马驹桥镇马驹桥社区卫生服务中心（北京市通州区第二医院）；北京市通州区马驹桥社区医院,12110002,通州区,对外综合,一级甲等,北京市通州区马驹桥镇/北京市通州区马驹桥镇敬老院内/北京市通州区马驹桥镇兴贸二区39号楼首二层
北京市通州区三乐康复老年公寓医务室,23100067,通州区,对内,无等级,北京市通州区马驹桥镇陈各庄村11号
北京市通州区宋庄镇疃里社区卫生服务站,23162037,通州区,社区卫生站,无等级,北京市通州区宋庄镇疃里村
北京市通州区宋庄镇翟里社区卫生服务站,23162066,通州区,社区卫生站,无等级,北京市通州区宋庄镇翟里村
北京市通州区台湖镇口子社区卫生服务站,12162035,通州区,社区卫生站,无等级,北京市通州区台湖镇口子村
北京市通州区台湖镇台湖社区卫生服务中心（北京市通州区台湖卫生院）,12120011,通州区,对外综合,一级甲等,北京市通州区台湖镇台湖村/北京市通州区台湖镇敬老院内
北京市通州区西集镇西集社区卫生服务中心（北京市通州区西集卫生院）,12120015,通州区,对外综合,一级甲等,北京市通州区西集镇
北京市通州区新华街道新华社区卫生服务站,12162003,通州区,社区卫生站,无等级,北京市通州区北大街23号
北京市通州区永乐店镇应寺村社区卫生服务站,23162055,通州区,社区卫生站,无等级,北京市通州区永乐店镇应寺村
北京市通州区永乐店镇小务社区卫生服务站,23162044,通州区,社区卫生站,无等级,北京市通州区永乐店镇小务村
北京市通州区永乐店镇柴厂屯社区卫生服务站,23162043,通州区,社区卫生站,无等级,北京市通州区永乐店镇柴厂屯村
北京市通州区永乐店镇永乐店社区卫生服务中心（北京市通州区永乐店卫生院) 北京市通州区永乐店社区医院,12120004,通州区,对外综合,一级甲等,北京市通州区永乐店镇永乐店大街20号
北京市通州区永顺地区西潞苑社区卫生服务站,12162025,通州区,社区卫生站,无等级,北京市通州区永顺镇西潞苑小区51号楼甲10号
北京市通州区永顺地区西马庄社区卫生服务站,12162031,通州区,社区卫生站,无等级,北京市通州区永顺地区西马庄南门
北京市通州区永顺地区八里桥社区卫生服务站,12162006,通州区,社区卫生站,无等级,北京市通州区八里桥市场内平房
北京市通州区永顺地区京贸社区卫生服务站,12162023,通州区,社区卫生站,无等级,北京市通州区永顺地区八里桥南街16号京贸国际公寓B座底商
北京市通州区永顺地区乔庄社区卫生服务站,12162008,通州区,社区卫生站,无等级,北京市通州区永顺地区乔庄村委会对面
北京市通州区永顺镇北马庄社区卫生服务站,12162030,通州区,社区卫生站,无等级,北京市通州区永顺镇北马庄老年活动中心院内
北京市通州区永顺镇邓家窑社区卫生服务站,23162033,通州区,社区卫生站,无等级,北京市通州区永顺镇邓家窑市场内10号
北京市通州区永顺镇富河园社区卫生服务站,12162016,通州区,社区卫生站,无等级,北京市通州区富河园小区1号
北京市通州区永顺镇焦王庄社区卫生服务站,23162059,通州区,社区卫生站,无等级,北京市通州区永顺镇焦王庄潞苑南大街81号院2号楼甲5号
北京市通州区永顺镇果园社区卫生服务站,12162015,通州区,社区卫生站,无等级,北京市通州区运河西大街19号楼首层12号
北京市通州区于家务回族乡渠头社区卫生服务站,23162080,通州区,社区卫生站,无等级,北京市通州区于家务回族乡渠头村
北京市通州区于家务乡西垡村社区卫生服务站,23162065,通州区,社区卫生站,无等级,北京市通州区于家务乡西垡村
北京市通州区于家务回族乡北辛店村社区卫生服务站,23162079,通州区,社区卫生站,无等级,北京市通州区于家务回族乡北辛店村304号
北京市通州区于家务回族乡于家务社区卫生服务中心（北京市通州区于家务卫生院）,12120016,通州区,对外综合,一级甲等,北京市通州区于家务回族乡于家务村
北京市通州区玉桥街道潞阳桥社区卫生服务站,23162073,通州区,社区卫生站,无等级,北京市通州区砖厂北里135
北京市通州区玉桥街道玉桥社区卫生服务站,12162002,通州区,社区卫生站,无等级,北京市通州区玉桥北里51号
北京市通州区玉桥街道玉桥南里社区卫生服务站,12162024,通州区,社区卫生站,无等级,北京市通州区玉桥南里43号楼611、612、711、712号
北京市通州区玉桥街道柳岸方园社区卫生服务站,23162048,通州区,社区卫生站,无等级,通州区玉桥西里中街18号1至2层18号、20号1至2层20号、22号1至2层22号
北京市通州区张家湾镇大高力庄村社区卫生服务站,23162064,通州区,社区卫生站,无等级,北京市通州区张家湾镇高丽园（颐瑞东里）223号楼一层
北京市通州区张家湾镇上店村社区卫生服务站,23162041,通州区,社区卫生站,无等级,北京市通州区张家湾镇上店村
北京市通州区张家湾镇里二泗社区卫生服务站,23162072,通州区,社区卫生站,无等级,北京市通州区张家湾镇里二泗村西北口
北京市通州区张家湾镇大辛庄村社区卫生服务站,23162084,通州区,社区卫生站,无等级,北京市通州区张家湾镇大辛庄村269号（原村委会）
北京市通州区张家湾镇垡头社区卫生服务站,23162042,通州区,社区卫生站,无等级,北京市通州区张家湾镇垡头村
北京市通州区张家湾镇张家湾社区卫生服务中心（北京市通州区张家湾卫生院）,12120005,通州区,对外综合,一级甲等,北京市通州区张家湾镇张家湾村东区甲2号/北京市通州区张家湾镇敬老院内
北京市通州区中仓街道东关社区卫生服务站,12162021,通州区,社区卫生站,无等级,北京市通州区故城东路63号，北京市通州区新华东街48号三区2号楼101室
北京市通州区中仓街道南街社区卫生服务站,12162020,通州区,社区卫生站,无等级,北京市通州区中仓街道南大街123号
北京市通州区中仓街道西上园社区卫生服务站,12162012,通州区,社区卫生站,无等级,北京市通州区中上园28号楼
北京市通州区中仓街道中仓社区卫生服务站,12162001,通州区,社区卫生站,无等级,北京市通州区中仓小区中仓家园中心三层
北京泗河中医医院,23151078,通州区,对外中医,一级无等,北京市通州区玉带河大街151、152号
北京通州北苑中医门诊部,12130002,通州区,对外中医,无等级,北京市通州区八里桥南街11号楼1-2层
北京通州东方卫生所,12131001,通州区,对外综合,无等级,北京市通州区颐瑞中二路76号
北京通州通朝路中医医院,23151077,通州区,对外中医,一级无等,北京市通州区通朝大街怡乐园一区120号楼
北京物资学院综合门诊部,12131003,通州区,对外综合,无等级,北京市通州区西富河园
北京运河中医医院,12110008,通州区,对外中医,一级无等,北京市通州区运河西大街17号
北京正和口腔门诊部,12155002,通州区,对外专科,无等级,北京市通州区怡乐北街17号
北京中科印物业管理有限公司卫生所,12131005,通州区,对外综合,无等级,北京市通州区北苑南路63号院
北京通州中医门诊部,12151002,通州区,对外中医,无等级,北京市通州区永顺镇鑫苑小区4号111室112室212室
北京市通州区永顺镇永顺社区卫生服务中心(北京市通州区永顺卫生院),12161001,通州区,对外综合,一级无等,北京市通州区永顺地区龙旺庄36号楼/北京市通州区永顺镇王家场村(敬老院内)/北京市通州区永顺镇龙旺庄村(华龙老年公寓院内)/通州区永顺南街236号院/通州区李庄家园二区甲5#综合服务楼103/104室
北京市通州区张家湾镇牛堡屯社区卫生服务中心(北京市通州区牛堡屯卫生院),12120013,通州区,对外综合,一级甲等,北京市通州区张家湾镇后坨村186号
北京市通州区西集镇郎府社区卫生服务中心(北京市通州区郎府卫生院),12120007,通州区,对外综合,一级甲等,北京市通州区西集镇郎东村/北京市通州区西集镇郎府敬老院院内
北京市通州区台湖镇次渠社区卫生服务中心（北京市通州区次渠卫生院）,12120012,通州区,对外综合,一级甲等,北京市通州区台湖镇次渠村
北京市通州区宋庄镇徐辛庄社区卫生服务中心(北京市通州区徐辛庄卫生院),12120014,通州区,对外综合,一级甲等,北京市通州区宋庄镇徐辛庄村/北京市通州区宋庄镇徐辛庄卫生院北100米(徐辛庄敬老院内)/北京市通州区翠屏南里街2号A6号
北京市通州区宋庄镇宋庄社区卫生服务中心（北京市通州区宋庄卫生院）,12120009,通州区,对外综合,一级甲等,1.北京市通州区宋庄镇前夏村 2.北京市通州区宋庄镇前夏公庄临49号(宋庄镇敬老院内)
北京市通州区妇幼保健院,12152001,通州区,对外专科,三级无等,北京市通州区玉桥中路124号、北京市通州区玉桥中路梨园东里北区23号楼、北京市通州区临河里50号楼、通州区工业开发区光华路15号
北京市通州区疾病预防控制中心结核病防治所,12154001,通州区,对外专科,一级无等,北京市通州区梨园北杨洼221号
北京市通州区马驹桥镇大杜社社区卫生服务中心（北京市通州区大杜社卫生院）,12120002,通州区,对外综合,一级甲等,北京市通州区马驹桥镇大杜社村村北/北京市通州区马驹桥镇第二社会福利服务中心院内
北京市通州区中西医结合医院（北京市通州区中西医结合骨伤医院康复中心）,12110003,通州区,对外中医,二级甲等,北京市通州区车站路89号/通州区宋庄镇汇禧润福艺术家养老公寓（北京市通州区宋庄南一街203号院7号楼和8号楼1-2层）
北京市通州区北苑街道西果园中医药社区卫生服务站；北京市通州区中医医院西果园门诊部,12162017,通州区,社区卫生站,无等级,北京市通州区杨庄路24号
北京市通州区老年病医院,12155001,通州区,对外专科,二级无等,北京市通州区西集镇郎东村559号北楼
北京通州运通中医医院,23151086,通州区,对外中医,一级无等,北京市通州区张家湾工业园区69号
北京美尔目眼科医院,23151009,通州区,对外专科,三级无等,北京市通州区通朝大街13号院1号楼
中国人民解放军总医院京东医疗区,12110005,通州区,对外综合,二级甲等,北京市通州区永顺南街141号
北京市通州区潞城敬老院医务室,23100088,通州区,对内,无等级,北京市通州区潞城镇侉店村（北京市通州区潞城敬老院内）
北京市通州区北苑街道社区卫生服务中心,23110091,通州区,对外综合,一级无等,北京市通州区中山街56号院1号楼（帅府园二期9号楼底商）
北京市通州区新华医院半壁港社区卫生服务站,23162099,通州区,社区卫生站,无等级,北京市通州区怡乐中路301号院1号楼102
北京市通州区玉桥街道社区卫生服务中心,23110092,通州区,对外综合,一级无等,北京市通州区运河西大街21号9号楼-1至2层；北京市通州区运河西大街29号1至2层全部
北京市通州区玉桥街道滨江帝景社区卫生服务站,23162096,通州区,社区卫生站,无等级,通州区玉桥东里122#楼1层
北京市通州区宋庄镇尹各庄社区卫生服务站,23162097,通州区,社区卫生站,无等级,北京市通州区宋庄镇尹各庄村
北京市通州区宋庄镇香溪郡社区卫生服务站,23162100,通州区,社区卫生站,无等级,北京市通州区宋庄镇窑管路香溪郡18号楼18-3号
北京市通州区潞邑街道通瑞嘉苑社区卫生服务站,23162095,通州区,社区卫生站,无等级,北京市通州区潞邑街道东潞苑1区2号楼107/309号
北京市通州区中仓街道社区卫生服务中心,23110090,通州区,对外综合,一级无等,北京市通州区滨河中路271、273、275、277、279、281号
北京市通州区新华街道社区卫生服务中心,23110089,通州区,对外综合,一级无等,北京市通州区运河东堤东侧运潮减河南侧交汇处3号楼1层东侧,4号楼1层,5号楼1层北侧
北京市通州区梨园地区新城乐居社区卫生服务站,23162098,通州区,社区卫生站,无等级,北京市通州区颐瑞东里207号楼一层101号
北京市通州区新华街道国际城社区卫生服务站,23162094,通州区,社区卫生站,无等级,北京市通州区京贸国际城A14#03号
北京市通州区永顺地区惠兰美居社区卫生服务站,23162093,通州区,社区卫生站,无等级,北京市通州区永顺地区富力惠兰美居小区四区8号楼1层
北京鼎实互信医院投资管理有限公司通州医院,23110103,通州区,对外综合,一级无等,北京市通州区潞苑南大街185号11号楼1-2层商15-18号
北京靓美口腔医院,23155104,通州区,对外专科,二级无等,北京市通州区怡乐中路299号院1号楼B102、201、301
北京市通州区马驹桥镇第二社会福利服务中心医务室,23100102,通州区,对内,无等级,北京市通州区马驹桥镇大杜社村北
北京京大医院,23110101,通州区,对外综合,一级无等,北京市通州区北苑南路16号
北京市通州区永乐店镇胡家村卫生室,12106917,通州区,村卫生室,无等级,北京市通州区永乐店镇胡家村8号
北京市通州区永顺镇前上坡村卫生室,12106905,通州区,村卫生室,无等级,北京市通州区永顺镇南里1号院5号楼111室
北京市通州区永顺镇焦王庄村卫生室,12106910,通州区,村卫生室,无等级,北京市通州区永顺镇焦王庄村东潞苑商业街门面房
北京市通州区永乐店镇半截河村卫生室,12106913,通州区,村卫生室,无等级,北京市通州区永乐店镇半截河村333号
北京市通州区永乐店镇坚村卫生室,12106918,通州区,村卫生室,无等级,北京市通州区永乐店镇坚村207号
北京市通州区永乐店镇马合店村卫生室,12106919,通州区,村卫生室,无等级,北京市通州区永乐店镇马合店村226号
北京市通州区台湖镇窑上村卫生室,12106897,通州区,村卫生室,无等级,北京市通州区台湖镇窑上村
北京市通州区张家湾镇东永和屯村卫生室,12106929,通州区,村卫生室,无等级,北京市通州区张家湾镇东永和屯村委会南20米
北京市通州区永乐店镇柴厂屯村卫生室,12106914,通州区,村卫生室,无等级,北京市通州区永乐店镇柴厂屯村178号
北京市通州区宋庄镇小堡村卫生室,12106895,通州区,村卫生室,无等级,北京市通州区宋庄镇小堡村北街268号
北京市通州区马驹桥镇东店村卫生室,12106865,通州区,村卫生室,无等级,北京市通州区马驹桥镇东店村21号
北京市通州区永乐店镇永三村卫生室,12106921,通州区,村卫生室,无等级,北京市通州区永乐店镇永三村143号
北京市通州区马驹桥镇辛屯村卫生室,12106869,通州区,村卫生室,无等级,北京市通州区马驹桥镇辛屯村55号
北京市通州区台湖镇蒋辛庄村卫生室,12106899,通州区,村卫生室,无等级,北京市通州区台湖镇蒋辛庄村105号
北京市通州区张家湾镇施园村卫生室,12106922,通州区,村卫生室,无等级,北京市通州区张家湾镇施园村村委会西侧大院
北京市通州区宋庄镇六合村卫生室,12106889,通州区,村卫生室,无等级,北京市通州区宋庄镇六合村张立英家
北京市通州区宋庄镇白庙村卫生室,12106893,通州区,村卫生室,无等级,北京市通州区宋庄镇白庙村前街14号
北京市通州区永顺镇刘庄村卫生室,12106906,通州区,村卫生室,无等级,北京市通州区永顺镇刘庄村（潞苑北里22号）
北京市通州区宋庄镇北刘村卫生室,12106894,通州区,村卫生室,无等级,北京市通州区宋庄镇北刘各庄村民委员会旁路边
北京市通州区永乐店镇陈辛庄村卫生室,12106915,通州区,村卫生室,无等级,北京市通州区永乐店镇陈辛庄村1号
北京市通州区梨园地区小街二队村卫生室,12106832,通州区,村卫生室,无等级,北京市通州区梨园东里南门
北京市通州区梨园镇砖厂村卫生室,12106837,通州区,村卫生室,无等级,北京市通州区梨园镇砖厂南里小区1号楼4012
北京市通州区台湖镇北火垡村卫生室,12106898,通州区,村卫生室,无等级,北京市通州区台湖镇北火垡村委会内
北京市通州区宋庄镇高辛庄村卫生室,12106891,通州区,村卫生室,无等级,北京市通州区宋庄镇高辛庄聚众兴盛4号门
北京市通州区宋庄镇小杨各庄村卫生室,12106890,通州区,村卫生室,无等级,北京市通州区宋庄镇小杨各庄村董文成家
北京市通州区台湖镇胡家垡村卫生室,12106900,通州区,村卫生室,无等级,北京市通州区台湖镇胡家垡村535号
北京市通州区永顺镇李庄村卫生室,12106907,通州区,村卫生室,无等级,北京市通州区潞邑西路9号上潞园小区5号楼112室
北京市通州区永乐店镇南堤寺西村卫生室,12106920,通州区,村卫生室,无等级,北京市通州区永乐店镇南堤寺西村249号
北京市通州区马驹桥镇小周易村卫生室,12106860,通州区,村卫生室,无等级,北京市通州区马驹桥镇小周易村（原东升小学校址）
北京市通州区马驹桥镇三街村卫生室,12106862,通州区,村卫生室,无等级,北京市通州区马驹桥镇三街村95号
北京市通州区马驹桥镇二街村卫生室,12106864,通州区,村卫生室,无等级,北京市通州区马驹桥镇二街村80号
北京市通州区于家务回族乡东马各庄村卫生室,12106843,通州区,村卫生室,无等级,北京市通州区于家务回族乡东马各庄村433号
北京市通州区梨园镇小街三队村卫生室,12106834,通州区,村卫生室,无等级,北京市通州区临河里56号楼59号、61号
北京市通州区马驹桥镇马村村卫生室,12106866,通州区,村卫生室,无等级,北京市通州区马驹桥镇兴华南路325号院1号楼07
北京市通州区马驹桥镇前银子村卫生室,12106863,通州区,村卫生室,无等级,北京市通州区马驹桥镇前银子村委会
北京市通州区于家务回族乡满庄村卫生室,12106850,通州区,村卫生室,无等级,北京市通州区于家务回族乡满庄村90号
北京市通州区于家务回族乡仇庄村卫生室,12106848,通州区,村卫生室,无等级,北京市通州区于家务回族乡仇庄村218号
北京市通州区西集镇冯各庄村卫生室,12106840,通州区,村卫生室,无等级,北京市通州区西集镇冯各庄村（冯各庄村村民委员会东南100米）
北京市通州区于家务回族乡小海字村卫生室,12106842,通州区,村卫生室,无等级,北京市通州区于家务回族乡小海字村76号
北京市通州区于家务回族乡王各庄村卫生室,12106841,通州区,村卫生室,无等级,北京市通州区于家务回族乡王各庄37号
北京市通州区宋庄镇邢各庄村卫生室,12106892,通州区,村卫生室,无等级,北京市通州区宋庄镇邢各庄村东
北京市通州区于家务回族乡南三间房村卫生室,12106851,通州区,村卫生室,无等级,北京市通州区于家务回族乡南三间房村87号
北京市通州区马驹桥镇郭村卫生室,12106867,通州区,村卫生室,无等级,北京市通州区马驹桥镇景盛北一街珠江逸景家园16号院226号楼一层第04号
北京市通州区永顺镇王家场村卫生室,12106908,通州区,村卫生室,无等级,北京市通州区永顺镇王家场小区12号楼308室
北京市通州区于家务回族乡枣林村卫生室,12106846,通州区,村卫生室,无等级,北京市通州区于家务回族乡枣林村委会
北京市通州区于家务回族乡果村卫生室,12106849,通州区,村卫生室,无等级,北京市通州区于家务回族乡果村304号
北京市通州区梨园地区大马庄村卫生室,12106833,通州区,村卫生室,无等级,北京市通州区梨园地区大马庄小区C12号楼商15号
北京市通州区梨园镇公庄村卫生室,12106835,通州区,村卫生室,无等级,北京市通州区梨园云景南大街62号414
北京市通州区于家务回族乡大耕垡村卫生室,12106844,通州区,村卫生室,无等级,北京市通州区于家务回族乡大耕垡村24号
北京市通州区宋庄镇丁各庄村卫生室,12106896,通州区,村卫生室,无等级,北京市通州区宋庄镇丁各庄村136号
北京市通州区永顺镇果元村卫生室,12106909,通州区,村卫生室,无等级,北京市通州区永顺镇果元大街224号（村委会院内）
北京市通州区梨园地区刘老公庄村卫生室,12106836,通州区,村卫生室,无等级,北京市通州区梨园地区刘老公庄村翠屏南里底商7号
北京市通州区于家务回族乡神仙村卫生室,12106852,通州区,村卫生室,无等级,北京市通州区于家务回族乡神仙村271号
北京市通州区漷县镇小屯村卫生室,12106879,通州区,村卫生室,无等级,北京市通州区漷县镇小屯村
北京市通州区台湖镇徐庄村卫生室,12106902,通州区,村卫生室,无等级,北京市通州区台湖镇徐庄村7号
北京市通州区于家务回族乡东垡村卫生室,12106847,通州区,村卫生室,无等级,北京市通州区于家务回族乡东垡村107号
北京市通州区于家务回族乡前伏村卫生室,12106845,通州区,村卫生室,无等级,北京市通州区于家务回族乡前伏村56号
北京市通州区梨园镇李老公庄村卫生室,12106838,通州区,村卫生室,无等级,北京市通州区梨园镇李老公庄物业楼2楼
北京市通州区台湖镇马庄村卫生室,12106903,通州区,村卫生室,无等级,北京市通州区台湖镇马庄村133号
北京市通州区张家湾镇里二泗村卫生室,12106923,通州区,村卫生室,无等级,北京市通州区张家湾镇里二泗村482号
北京市通州区台湖镇董村卫生室,12106901,通州区,村卫生室,无等级,北京市通州区台湖镇董村180号
北京市通州区马驹桥镇周营村卫生室,12106868,通州区,村卫生室,无等级,北京市通州区马驹桥镇周营村110号
北京市通州区漷县镇觅子店村卫生室,12106885,通州区,村卫生室,无等级,北京市通州区漷县镇觅子店村141号
北京市通州区永乐店镇东张各庄村卫生室,12106916,通州区,村卫生室,无等级,北京市通州区永乐店镇东张各庄村208号
北京市通州区漷县镇马庄村卫生室,12106882,通州区,村卫生室,无等级,北京市通州区漷县镇马庄村
北京市通州区漷县镇凌庄村卫生室,12106884,通州区,村卫生室,无等级,北京市通州区漷县镇凌庄村288号
北京市通州区漷县镇东寺庄村卫生室,12106883,通州区,村卫生室,无等级,北京市通州区漷县镇东寺庄村75号
北京市通州区马驹桥镇北门口村卫生室,12106861,通州区,村卫生室,无等级,北京市通州区马驹桥镇北门口村李艳玲家
北京市通州区漷县镇纪各庄村卫生室,12106880,通州区,村卫生室,无等级,北京市通州区漷县镇纪各庄村100号
北京市通州区漷县镇侯黄庄村卫生室,12106881,通州区,村卫生室,无等级,北京市通州区漷县镇侯黄庄村501号
北京市通州区张家湾镇张湾村卫生室,12106927,通州区,村卫生室,无等级,北京市通州区张家湾镇张湾村太玉园底商103A室
北京市通州区漷县镇东定安村卫生室,12106886,通州区,村卫生室,无等级,北京市通州区漷县镇东定安村张爱兵家
北京市通州区张家湾镇姚辛庄村卫生室,12106925,通州区,村卫生室,无等级,北京市通州区张家湾镇姚辛庄114号
北京市通州区张家湾镇土桥村卫生室,12106924,通州区,村卫生室,无等级,北京市通州区张家湾镇欣桥家园小区东北角平房61号
北京市通州区张家湾镇牌楼营村卫生室,12106928,通州区,村卫生室,无等级,北京市通州区张家湾镇牌楼营村门牌231号
北京市通州区张家湾镇后街村卫生室,12106930,通州区,村卫生室,无等级,北京市通州区张家湾镇后街村101号
北京市通州区张家湾镇大北关村卫生室,12106931,通州区,村卫生室,无等级,北京市通州区张家湾镇大北关村241号
